scaffold,start,end,mid,sites,pi_all,species
I,8170001,8180000,8172845,418,0.0135,C. inopinata
I,8220001,8230000,8226945,200,0.013,C. inopinata
I,8230001,8240000,8231139,400,0.014,C. inopinata
I,8260001,8270000,8265998,389,0.0118,C. inopinata
I,8270001,8280000,8276415,214,0.0115,C. inopinata
I,8280001,8290000,8282910,397,0.0078,C. inopinata
I,8290001,8300000,8296102,1130,0.0105,C. inopinata
I,8300001,8310000,8301870,474,0.0075,C. inopinata
I,8310001,8320000,8314543,620,0.0113,C. inopinata
I,8320001,8330000,8325032,239,0.0117,C. inopinata
I,8340001,8350000,8346865,614,0.0036,C. inopinata
I,8430001,8440000,8435060,372,0.0186,C. inopinata
I,8440001,8450000,8445073,267,0.0134,C. inopinata
I,8460001,8470000,8467192,223,0.0042,C. inopinata
I,8470001,8480000,8474363,1260,0.0094,C. inopinata
I,8480001,8490000,8482893,370,0.0058,C. inopinata
I,8490001,8500000,8492684,260,0.014,C. inopinata
I,8500001,8510000,8502460,707,0.0188,C. inopinata
I,8510001,8520000,8512548,277,0.0112,C. inopinata
I,8530001,8540000,8535626,1650,0.0109,C. inopinata
I,8540001,8550000,8542610,387,0.0101,C. inopinata
I,8550001,8560000,8553354,557,0.0046,C. inopinata
I,8560001,8570000,8563252,313,0.0103,C. inopinata
I,8570001,8580000,8574953,1262,0.0099,C. inopinata
I,8580001,8590000,8583740,649,0.0219,C. inopinata
I,8590001,8600000,8591832,202,0.0315,C. inopinata
I,8600001,8610000,8608092,1026,0.006,C. inopinata
I,8630001,8640000,8633197,673,0.0104,C. inopinata
I,8640001,8650000,8645183,815,0.0054,C. inopinata
I,8650001,8660000,8653811,1165,0.0059,C. inopinata
I,8670001,8680000,8676101,418,0.0044,C. inopinata
I,8680001,8690000,8687090,1541,0.0062,C. inopinata
I,8710001,8720000,8714369,534,0.0184,C. inopinata
I,8720001,8730000,8724843,524,0.0051,C. inopinata
I,8730001,8740000,8733180,620,0.0117,C. inopinata
I,8740001,8750000,8744675,476,0.0113,C. inopinata
I,8760001,8770000,8762417,259,0.0064,C. inopinata
I,8770001,8780000,8776867,618,0.0168,C. inopinata
I,8780001,8790000,8783227,503,0.0144,C. inopinata
I,8790001,8800000,8792386,1641,0.0314,C. inopinata
I,8800001,8810000,8804755,496,0.0023,C. inopinata
I,8810001,8820000,8814892,1107,0.0076,C. inopinata
I,8820001,8830000,8826591,2488,0.0016,C. inopinata
I,8830001,8840000,8832549,1737,0.0039,C. inopinata
I,8850001,8860000,8855244,863,0.0074,C. inopinata
I,8860001,8870000,8869613,378,0.0107,C. inopinata
I,8870001,8880000,8870732,161,0.0135,C. inopinata
I,8910001,8920000,8917863,215,0.0066,C. inopinata
I,8920001,8930000,8924955,251,0.0086,C. inopinata
I,8930001,8940000,8934537,350,0.0073,C. inopinata
I,8950001,8960000,8950995,222,0.0155,C. inopinata
I,8980001,8990000,8984397,575,0.0149,C. inopinata
I,8990001,9000000,8995375,318,0.0027,C. inopinata
I,9000001,9010000,9001911,267,0.0009,C. inopinata
I,9020001,9030000,9027848,821,0.0163,C. inopinata
I,9030001,9040000,9038161,525,0.0171,C. inopinata
I,9040001,9050000,9040609,290,0.0087,C. inopinata
I,9050001,9060000,9052224,420,0.0065,C. inopinata
I,9060001,9070000,9068858,272,0.0039,C. inopinata
I,9070001,9080000,9073822,664,0.0079,C. inopinata
I,9080001,9090000,9083603,532,0.0198,C. inopinata
I,9090001,9100000,9093949,479,0.0191,C. inopinata
I,9100001,9110000,9106792,277,0.0038,C. inopinata
I,9110001,9120000,9112775,286,0.0113,C. inopinata
I,9120001,9130000,9126239,503,0.0272,C. inopinata
I,9130001,9140000,9137986,165,0.007,C. inopinata
I,9160001,9170000,9163852,464,0.0106,C. inopinata
I,9170001,9180000,9178129,432,0.006,C. inopinata
I,9180001,9190000,9182867,743,0.0075,C. inopinata
I,9190001,9200000,9194049,176,0.0083,C. inopinata
I,9200001,9210000,9203971,1877,0.0075,C. inopinata
I,9210001,9220000,9215756,597,0.0081,C. inopinata
I,9230001,9240000,9234467,932,0.011,C. inopinata
I,9240001,9250000,9243409,1202,0.0139,C. inopinata
I,9260001,9270000,9262797,553,0.0102,C. inopinata
I,9270001,9280000,9278410,266,0.0141,C. inopinata
I,9280001,9290000,9286355,1239,0.0073,C. inopinata
I,9290001,9300000,9295911,1568,0.0069,C. inopinata
I,9300001,9310000,9300927,267,0.0085,C. inopinata
I,9310001,9320000,9319012,163,0.0113,C. inopinata
I,9350001,9360000,9355704,1093,0.0039,C. inopinata
I,9360001,9370000,9364525,1449,0.0062,C. inopinata
I,9370001,9380000,9376722,803,0.0037,C. inopinata
I,9380001,9390000,9383202,365,0.0137,C. inopinata
I,9390001,9400000,9390519,172,0.0022,C. inopinata
I,9400001,9410000,9403010,752,0.0058,C. inopinata
I,9410001,9420000,9415110,1386,0.0086,C. inopinata
I,9430001,9440000,9432746,1332,0.0093,C. inopinata
I,9440001,9450000,9444872,2003,0.01,C. inopinata
I,9460001,9470000,9467888,480,0.009,C. inopinata
I,9470001,9480000,9474660,541,0.0118,C. inopinata
I,9490001,9500000,9497928,221,0.0282,C. inopinata
I,9500001,9510000,9504182,796,0.0138,C. inopinata
I,9510001,9520000,9518010,315,0.0051,C. inopinata
I,9520001,9530000,9523839,485,0.0077,C. inopinata
I,9570001,9580000,9570654,218,0.007,C. inopinata
I,9580001,9590000,9586148,409,0.0058,C. inopinata
I,9590001,9600000,9595596,1315,0.0028,C. inopinata
I,9600001,9610000,9605399,505,0.0114,C. inopinata
I,9630001,9640000,9633363,176,0.0045,C. inopinata
I,9640001,9650000,9643494,451,0.0116,C. inopinata
I,9650001,9660000,9654748,1162,0.02,C. inopinata
I,9660001,9670000,9665951,681,0.0052,C. inopinata
I,9670001,9680000,9676461,217,0.0193,C. inopinata
I,9710001,9720000,9710342,274,0.0102,C. inopinata
I,9720001,9730000,9726696,1296,0.0095,C. inopinata
I,9750001,9760000,9757526,477,0.0132,C. inopinata
I,9760001,9770000,9766433,382,0.0061,C. inopinata
I,9770001,9780000,9774993,267,0.0129,C. inopinata
I,9780001,9790000,9782828,376,0.0029,C. inopinata
I,9790001,9800000,9797705,271,0.0158,C. inopinata
I,9800001,9810000,9803193,303,0.0128,C. inopinata
I,9820001,9830000,9827460,1189,0.0049,C. inopinata
I,9830001,9840000,9838554,165,0.0032,C. inopinata
I,9850001,9860000,9851571,333,0.0113,C. inopinata
I,9880001,9890000,9887190,883,0.0045,C. inopinata
I,9900001,9910000,9904484,1066,0.0137,C. inopinata
I,9910001,9920000,9916890,898,0.0035,C. inopinata
I,9920001,9930000,9925177,1660,0.0053,C. inopinata
I,9930001,9940000,9935850,264,0.0096,C. inopinata
I,9950001,9960000,9956627,579,0.0045,C. inopinata
I,9960001,9970000,9966804,1080,0.0064,C. inopinata
I,9970001,9980000,9978869,538,0.0025,C. inopinata
I,9980001,9990000,9980445,656,0.0029,C. inopinata
I,9990001,10000000,9997675,944,0.0038,C. inopinata
I,10000001,10010000,10005334,528,0.023,C. inopinata
I,10030001,10040000,10035556,325,0.0036,C. inopinata
I,10040001,10050000,10045074,425,0.0192,C. inopinata
I,10050001,10060000,10050784,268,0.011,C. inopinata
I,10120001,10130000,10123263,954,0.0083,C. inopinata
I,10190001,10200000,10194297,1501,0.0058,C. inopinata
I,10200001,10210000,10204451,997,0.0059,C. inopinata
I,10210001,10220000,10217710,564,0.0077,C. inopinata
I,10220001,10230000,10226184,1649,0.008,C. inopinata
I,10230001,10240000,10231584,789,0.0141,C. inopinata
I,10260001,10270000,10264825,479,0.035,C. inopinata
I,10280001,10290000,10285169,321,0.0482,C. inopinata
I,10290001,10300000,10293351,753,0.0122,C. inopinata
I,10300001,10310000,10304539,258,0.0129,C. inopinata
I,10310001,10320000,10313617,1276,0.005,C. inopinata
I,10320001,10330000,10322688,2375,0.0059,C. inopinata
I,10330001,10340000,10334862,1565,0.0186,C. inopinata
I,10380001,10390000,10387148,297,0.0243,C. inopinata
I,10400001,10410000,10402940,591,0.0098,C. inopinata
I,10440001,10450000,10444169,620,0.0122,C. inopinata
I,10450001,10460000,10459125,567,0.0061,C. inopinata
I,10460001,10470000,10465011,1139,0.0072,C. inopinata
I,10470001,10480000,10470741,297,0.01,C. inopinata
I,10490001,10500000,10492852,908,0.009,C. inopinata
I,10500001,10510000,10503961,1537,0.007,C. inopinata
I,10510001,10520000,10514402,1563,0.0124,C. inopinata
I,10520001,10530000,10528055,260,0.0103,C. inopinata
I,10530001,10540000,10537010,467,0.0089,C. inopinata
I,10560001,10570000,10565364,611,0.0117,C. inopinata
I,10570001,10580000,10577648,572,0.0013,C. inopinata
I,10580001,10590000,10582204,1171,0.0022,C. inopinata
I,10590001,10600000,10595202,285,0.0134,C. inopinata
I,10600001,10610000,10608572,358,0.0055,C. inopinata
I,10610001,10620000,10615874,1273,0.0111,C. inopinata
I,10620001,10630000,10622310,1090,0.0166,C. inopinata
I,10630001,10640000,10636665,1515,0.0142,C. inopinata
I,10640001,10650000,10644779,532,0.0249,C. inopinata
I,10650001,10660000,10656902,534,0.0092,C. inopinata
I,10660001,10670000,10667279,540,0.0116,C. inopinata
I,10670001,10680000,10675977,660,0.0114,C. inopinata
I,10680001,10690000,10686290,232,0.0142,C. inopinata
I,10690001,10700000,10695943,693,0.0169,C. inopinata
I,10700001,10710000,10701484,801,0.0142,C. inopinata
I,10730001,10740000,10737955,261,0.0095,C. inopinata
I,10740001,10750000,10747793,1521,0.0067,C. inopinata
I,10770001,10780000,10776270,632,0.0125,C. inopinata
I,10780001,10790000,10788444,750,0.0064,C. inopinata
I,10790001,10800000,10793751,401,0.016,C. inopinata
I,10800001,10810000,10805630,836,0.0098,C. inopinata
I,10810001,10820000,10818082,701,0.0047,C. inopinata
I,10820001,10830000,10824325,446,0.0064,C. inopinata
I,10830001,10840000,10835273,845,0.0089,C. inopinata
I,10840001,10850000,10843864,451,0.0018,C. inopinata
I,10850001,10860000,10855872,1067,0.0043,C. inopinata
I,10860001,10870000,10865344,759,0.0058,C. inopinata
I,10870001,10880000,10873438,284,0.0,C. inopinata
I,10900001,10910000,10904416,331,0.0126,C. inopinata
I,10910001,10920000,10914238,985,0.0105,C. inopinata
I,10920001,10930000,10922463,861,0.0063,C. inopinata
I,10930001,10940000,10932708,1457,0.0066,C. inopinata
I,10940001,10950000,10949561,260,0.01,C. inopinata
I,10950001,10960000,10958456,189,0.0264,C. inopinata
I,10960001,10970000,10964790,1559,0.0051,C. inopinata
I,10970001,10980000,10974488,778,0.0161,C. inopinata
I,11160001,11170000,11160265,205,0.0128,C. inopinata
I,11200001,11210000,11205151,305,0.0224,C. inopinata
I,11410001,11420000,11416923,1787,0.0248,C. inopinata
I,11420001,11430000,11421380,399,0.0215,C. inopinata
I,11430001,11440000,11437572,303,0.0132,C. inopinata
I,11450001,11460000,11451276,161,0.0118,C. inopinata
I,11490001,11500000,11493641,225,0.0082,C. inopinata
I,11560001,11570000,11567892,716,0.0096,C. inopinata
I,11580001,11590000,11586461,224,0.0097,C. inopinata
I,11590001,11600000,11596357,1861,0.0018,C. inopinata
I,11600001,11610000,11601460,1342,0.0039,C. inopinata
I,11610001,11620000,11615871,998,0.0056,C. inopinata
I,11620001,11630000,11622367,828,0.0027,C. inopinata
I,11630001,11640000,11632949,423,0.0035,C. inopinata
I,11640001,11650000,11644436,471,0.005,C. inopinata
I,11650001,11660000,11656079,281,0.0038,C. inopinata
I,11660001,11670000,11667947,307,0.0147,C. inopinata
I,11670001,11680000,11677663,685,0.014,C. inopinata
I,11680001,11690000,11685727,739,0.0135,C. inopinata
I,11700001,11710000,11705042,813,0.0137,C. inopinata
I,11710001,11720000,11719706,268,0.0004,C. inopinata
I,11720001,11730000,11725394,706,0.0048,C. inopinata
I,11730001,11740000,11738119,1046,0.0047,C. inopinata
I,11740001,11750000,11747264,381,0.0084,C. inopinata
I,11750001,11760000,11752468,722,0.0085,C. inopinata
I,11790001,11800000,11793479,524,0.0037,C. inopinata
I,11800001,11810000,11807284,1131,0.0066,C. inopinata
I,11810001,11820000,11815703,1780,0.0118,C. inopinata
I,11820001,11830000,11823648,959,0.0294,C. inopinata
I,11840001,11850000,11842774,783,0.0136,C. inopinata
I,11850001,11860000,11857401,518,0.0081,C. inopinata
I,11860001,11870000,11862213,427,0.0056,C. inopinata
I,11880001,11890000,11883581,433,0.0044,C. inopinata
I,11890001,11900000,11894966,519,0.0112,C. inopinata
I,11910001,11920000,11912256,224,0.0095,C. inopinata
I,11930001,11940000,11933221,197,0.0034,C. inopinata
I,11950001,11960000,11959317,255,0.0075,C. inopinata
I,11960001,11970000,11962129,427,0.0025,C. inopinata
I,11970001,11980000,11972936,1016,0.0034,C. inopinata
I,11990001,12000000,11992032,371,0.0036,C. inopinata
I,12000001,12010000,12004733,268,0.0061,C. inopinata
I,12010001,12020000,12015900,408,0.0074,C. inopinata
I,12020001,12030000,12023046,522,0.0054,C. inopinata
I,12030001,12040000,12034647,1218,0.0091,C. inopinata
I,12060001,12070000,12064305,744,0.0146,C. inopinata
I,12080001,12090000,12087663,1018,0.0067,C. inopinata
I,12090001,12100000,12093945,226,0.0116,C. inopinata
I,12130001,12140000,12134905,871,0.0065,C. inopinata
I,12150001,12160000,12155535,326,0.0134,C. inopinata
I,12160001,12170000,12169013,782,0.0152,C. inopinata
I,12180001,12190000,12187800,797,0.0146,C. inopinata
I,12200001,12210000,12206525,2299,0.0114,C. inopinata
I,12210001,12220000,12214971,180,0.0022,C. inopinata
I,12230001,12240000,12237895,408,0.0104,C. inopinata
I,12290001,12300000,12295683,278,0.0062,C. inopinata
I,12300001,12310000,12306275,535,0.0182,C. inopinata
I,12320001,12330000,12325503,271,0.0003,C. inopinata
I,12330001,12340000,12335967,2365,0.0042,C. inopinata
I,12340001,12350000,12344923,1138,0.0117,C. inopinata
I,12350001,12360000,12355059,845,0.0145,C. inopinata
I,12360001,12370000,12365280,577,0.0107,C. inopinata
I,12370001,12380000,12377868,846,0.0214,C. inopinata
I,12410001,12420000,12414421,977,0.0111,C. inopinata
I,12420001,12430000,12426979,1245,0.0148,C. inopinata
I,12430001,12440000,12434982,504,0.0067,C. inopinata
I,12440001,12450000,12446038,1750,0.0162,C. inopinata
I,12460001,12470000,12468331,546,0.014,C. inopinata
I,12470001,12480000,12472106,965,0.0093,C. inopinata
I,12480001,12490000,12485220,1194,0.0094,C. inopinata
I,12490001,12500000,12491013,424,0.009,C. inopinata
I,12510001,12520000,12515103,1919,0.0058,C. inopinata
I,12520001,12530000,12523524,1573,0.0083,C. inopinata
I,12530001,12540000,12532019,349,0.0098,C. inopinata
I,12540001,12550000,12542745,602,0.0128,C. inopinata
I,12550001,12560000,12554733,1929,0.0127,C. inopinata
I,12560001,12570000,12561312,377,0.0121,C. inopinata
I,12580001,12590000,12583550,603,0.0047,C. inopinata
I,12620001,12630000,12628274,166,0.0417,C. inopinata
I,12630001,12640000,12632911,1067,0.0149,C. inopinata
I,12650001,12660000,12657631,346,0.0137,C. inopinata
I,12660001,12670000,12666423,491,0.0057,C. inopinata
I,12670001,12680000,12677131,934,0.0046,C. inopinata
I,12690001,12700000,12695819,382,0.0083,C. inopinata
I,12710001,12720000,12718283,270,0.0,C. inopinata
I,12780001,12790000,12780605,375,0.0125,C. inopinata
I,12790001,12800000,12797691,222,0.0121,C. inopinata
I,12810001,12820000,12816042,301,0.01,C. inopinata
I,12880001,12890000,12886851,185,0.0428,C. inopinata
I,12900001,12910000,12902692,337,0.0487,C. inopinata
I,12920001,12930000,12921679,316,0.0075,C. inopinata
I,12940001,12950000,12946875,895,0.0117,C. inopinata
I,12950001,12960000,12953093,274,0.0056,C. inopinata
I,12960001,12970000,12961972,307,0.0119,C. inopinata
I,13030001,13040000,13033621,231,0.037,C. inopinata
I,13040001,13050000,13042900,627,0.0115,C. inopinata
I,13050001,13060000,13052617,206,0.0114,C. inopinata
I,13070001,13080000,13076113,236,0.024,C. inopinata
I,13180001,13190000,13181559,251,0.0071,C. inopinata
I,13190001,13200000,13194479,167,0.01,C. inopinata
I,13200001,13210000,13204580,1425,0.0055,C. inopinata
I,13210001,13220000,13213026,440,0.0127,C. inopinata
I,13220001,13230000,13223509,1403,0.0047,C. inopinata
I,13230001,13240000,13235621,1987,0.0086,C. inopinata
I,13240001,13250000,13240958,338,0.0172,C. inopinata
I,13260001,13270000,13263520,339,0.0219,C. inopinata
I,13290001,13300000,13295017,752,0.0132,C. inopinata
I,13300001,13310000,13305569,1560,0.0118,C. inopinata
I,13310001,13320000,13314195,1013,0.0067,C. inopinata
I,13320001,13330000,13323700,408,0.0166,C. inopinata
I,13330001,13340000,13334529,1365,0.0075,C. inopinata
I,13340001,13350000,13346386,1016,0.0148,C. inopinata
I,13350001,13360000,13353327,1677,0.0095,C. inopinata
I,13360001,13370000,13365094,1625,0.0059,C. inopinata
I,13370001,13380000,13375762,753,0.0081,C. inopinata
I,13380001,13390000,13381375,645,0.007,C. inopinata
I,13390001,13400000,13399104,240,0.0296,C. inopinata
I,13400001,13410000,13403153,479,0.0342,C. inopinata
I,13410001,13420000,13413852,391,0.0083,C. inopinata
I,13420001,13430000,13424071,419,0.0044,C. inopinata
I,13440001,13450000,13441741,237,0.0029,C. inopinata
I,13450001,13460000,13454237,281,0.0125,C. inopinata
I,13460001,13470000,13466818,720,0.0207,C. inopinata
I,13470001,13480000,13475678,1628,0.0117,C. inopinata
I,13480001,13490000,13483794,1066,0.0097,C. inopinata
I,13490001,13500000,13496338,1103,0.0066,C. inopinata
I,13500001,13510000,13504333,353,0.0053,C. inopinata
I,13510001,13520000,13516209,1445,0.0054,C. inopinata
I,13520001,13530000,13523012,1667,0.0047,C. inopinata
I,13530001,13540000,13532715,314,0.0075,C. inopinata
I,13540001,13550000,13547553,398,0.0122,C. inopinata
I,13550001,13560000,13553126,601,0.0095,C. inopinata
I,13560001,13570000,13567327,275,0.0134,C. inopinata
I,13570001,13580000,13572328,611,0.0122,C. inopinata
I,13580001,13590000,13587407,520,0.0158,C. inopinata
I,13590001,13600000,13591481,312,0.0107,C. inopinata
I,13600001,13610000,13604232,1059,0.0035,C. inopinata
I,13610001,13620000,13614418,1034,0.0187,C. inopinata
I,13650001,13660000,13652212,183,0.0065,C. inopinata
I,13670001,13680000,13670896,241,0.0017,C. inopinata
I,13690001,13700000,13690823,792,0.0074,C. inopinata
I,13700001,13710000,13705556,335,0.008,C. inopinata
I,13720001,13730000,13728616,191,0.0089,C. inopinata
I,13730001,13740000,13734693,1171,0.0066,C. inopinata
I,13760001,13770000,13766501,458,0.0148,C. inopinata
I,13770001,13780000,13774843,694,0.0055,C. inopinata
I,13780001,13790000,13783574,625,0.0131,C. inopinata
I,13790001,13800000,13798197,269,0.0053,C. inopinata
I,13800001,13810000,13805608,2945,0.0123,C. inopinata
I,13810001,13820000,13814297,1172,0.0167,C. inopinata
I,13830001,13840000,13833611,635,0.0196,C. inopinata
I,13850001,13860000,13857851,369,0.0189,C. inopinata
I,13860001,13870000,13864486,2008,0.0106,C. inopinata
I,13870001,13880000,13879672,265,0.0013,C. inopinata
I,13880001,13890000,13881337,478,0.0128,C. inopinata
I,13890001,13900000,13897831,376,0.0118,C. inopinata
I,13900001,13910000,13903870,386,0.0112,C. inopinata
I,13910001,13920000,13916446,656,0.0073,C. inopinata
I,13970001,13980000,13971717,553,0.0007,C. inopinata
I,13980001,13990000,13985671,451,0.0196,C. inopinata
I,14040001,14050000,14044235,545,0.0184,C. inopinata
I,14070001,14080000,14079869,248,0.0135,C. inopinata
I,14080001,14090000,14085756,587,0.0077,C. inopinata
I,14090001,14100000,14096132,2196,0.0085,C. inopinata
I,14100001,14110000,14107192,210,0.0072,C. inopinata
I,14110001,14120000,14113880,339,0.0234,C. inopinata
I,14120001,14130000,14120901,508,0.0444,C. inopinata
I,14180001,14190000,14185797,575,0.0099,C. inopinata
I,14190001,14200000,14195274,1008,0.0173,C. inopinata
I,14200001,14210000,14206170,706,0.0072,C. inopinata
I,14210001,14220000,14213133,1142,0.0109,C. inopinata
I,14220001,14230000,14225497,419,0.0163,C. inopinata
I,14240001,14250000,14247409,566,0.0078,C. inopinata
I,14250001,14260000,14252807,315,0.0054,C. inopinata
I,14270001,14280000,14276784,559,0.0088,C. inopinata
I,14280001,14290000,14282233,689,0.017,C. inopinata
I,14290001,14300000,14297790,799,0.007,C. inopinata
I,14300001,14310000,14305584,653,0.013,C. inopinata
I,14310001,14320000,14317724,384,0.0058,C. inopinata
I,14320001,14330000,14325036,238,0.0082,C. inopinata
I,14330001,14340000,14335707,482,0.0098,C. inopinata
I,14340001,14350000,14345217,511,0.013,C. inopinata
I,14360001,14370000,14368203,875,0.0046,C. inopinata
I,14370001,14380000,14376411,665,0.0018,C. inopinata
I,14380001,14390000,14382813,1002,0.0038,C. inopinata
I,14390001,14400000,14393076,655,0.005,C. inopinata
I,14410001,14420000,14412244,879,0.0128,C. inopinata
I,14420001,14430000,14423563,662,0.0076,C. inopinata
I,14430001,14440000,14431117,615,0.0031,C. inopinata
I,14440001,14450000,14445504,417,0.0022,C. inopinata
I,14450001,14460000,14455634,361,0.0015,C. inopinata
I,14460001,14470000,14462030,387,0.0061,C. inopinata
I,14470001,14480000,14475248,342,0.0112,C. inopinata
I,14480001,14490000,14485019,526,0.0157,C. inopinata
I,14490001,14500000,14495220,1042,0.0144,C. inopinata
I,14500001,14510000,14506393,938,0.0109,C. inopinata
I,14520001,14530000,14526287,196,0.0093,C. inopinata
I,14530001,14540000,14533645,280,0.0101,C. inopinata
I,14550001,14560000,14555678,1112,0.0083,C. inopinata
I,14560001,14570000,14563940,927,0.0083,C. inopinata
I,14570001,14580000,14572918,231,0.0093,C. inopinata
I,14590001,14600000,14594281,371,0.0113,C. inopinata
