scaffold,start,end,mid,sites,pi_all,species
IV,16720001,16730000,16722228,929,0.0018,C. elegans
IV,16730001,16740000,16735067,895,0.0061,C. elegans
IV,16740001,16750000,16743373,1812,0.0044,C. elegans
IV,16750001,16760000,16751222,825,0.0009,C. elegans
IV,16760001,16770000,16761773,600,0.0026,C. elegans
IV,16770001,16780000,16775288,1273,0.0025,C. elegans
IV,16780001,16790000,16786098,1889,0.0115,C. elegans
IV,16790001,16800000,16794362,1083,0.0018,C. elegans
IV,16800001,16810000,16803885,637,0.0018,C. elegans
IV,16810001,16820000,16816482,1682,0.0025,C. elegans
IV,16820001,16830000,16822567,805,0.0032,C. elegans
IV,16830001,16840000,16832247,623,0.0024,C. elegans
IV,16840001,16850000,16841721,453,0.0021,C. elegans
IV,16850001,16860000,16852645,163,0.0134,C. elegans
IV,16860001,16870000,16867223,846,0.0074,C. elegans
IV,16870001,16880000,16874143,946,0.0074,C. elegans
IV,16890001,16900000,16897255,266,0.001,C. elegans
IV,16900001,16910000,16905213,674,0.0014,C. elegans
IV,16910001,16920000,16916384,982,0.005,C. elegans
IV,16920001,16930000,16925877,688,0.0021,C. elegans
IV,16930001,16940000,16932370,1332,0.0017,C. elegans
IV,16940001,16950000,16944523,405,0.0034,C. elegans
IV,16950001,16960000,16954841,748,0.0005,C. elegans
IV,16960001,16970000,16960885,273,0.0012,C. elegans
IV,16970001,16980000,16973462,1317,0.002,C. elegans
IV,16980001,16990000,16988634,433,0.002,C. elegans
IV,16990001,17000000,16991889,413,0.0017,C. elegans
IV,17000001,17010000,17009110,445,0.0002,C. elegans
IV,17010001,17020000,17018286,1141,0.0024,C. elegans
IV,17020001,17030000,17024999,1368,0.0014,C. elegans
IV,17030001,17040000,17033798,2264,0.0015,C. elegans
IV,17040001,17050000,17045728,2259,0.0009,C. elegans
IV,17050001,17060000,17057372,1074,0.0047,C. elegans
IV,17060001,17070000,17067363,1694,0.0019,C. elegans
IV,17070001,17080000,17074385,1790,0.0023,C. elegans
IV,17080001,17090000,17083030,978,0.0011,C. elegans
IV,17100001,17110000,17103990,616,0.0032,C. elegans
IV,17110001,17120000,17115614,2669,0.0011,C. elegans
IV,17120001,17130000,17121590,660,0.0005,C. elegans
IV,17130001,17140000,17133573,1321,0.0008,C. elegans
IV,17140001,17150000,17145570,2495,0.0025,C. elegans
IV,17150001,17160000,17151608,520,0.0018,C. elegans
IV,17160001,17170000,17164464,1360,0.0003,C. elegans
IV,17170001,17180000,17175542,420,0.0038,C. elegans
IV,17190001,17200000,17192821,1233,0.0017,C. elegans
IV,17200001,17210000,17204697,1583,0.0009,C. elegans
IV,17210001,17220000,17217025,215,0.0033,C. elegans
IV,17220001,17230000,17224616,1572,0.0014,C. elegans
IV,17230001,17240000,17236888,2002,0.0003,C. elegans
IV,17240001,17250000,17246398,1051,0.0004,C. elegans
IV,17250001,17260000,17254697,2082,0.0047,C. elegans
IV,17260001,17270000,17263102,2625,0.0115,C. elegans
IV,17270001,17280000,17275150,2190,0.0071,C. elegans
IV,17280001,17290000,17286849,1438,0.0089,C. elegans
IV,17290001,17300000,17297290,2213,0.0094,C. elegans
IV,17300001,17310000,17301958,1594,0.0059,C. elegans
IV,17310001,17320000,17312502,1807,0.0087,C. elegans
IV,17320001,17330000,17324489,1430,0.0097,C. elegans
IV,17330001,17340000,17334629,3352,0.0081,C. elegans
IV,17340001,17350000,17341699,419,0.0113,C. elegans
IV,17360001,17370000,17362821,443,0.006,C. elegans
IV,17370001,17380000,17376248,1867,0.0079,C. elegans
IV,17380001,17390000,17384034,1458,0.0066,C. elegans
IV,17390001,17400000,17397499,649,0.0036,C. elegans
IV,17400001,17410000,17405997,2104,0.0026,C. elegans
IV,17410001,17420000,17414485,2275,0.0052,C. elegans
IV,17420001,17430000,17422524,886,0.0043,C. elegans
IV,17430001,17440000,17432028,914,0.0024,C. elegans
IV,17440001,17450000,17443329,885,0.0058,C. elegans
IV,17450001,17460000,17456548,881,0.004,C. elegans
IV,17460001,17470000,17464499,434,0.0033,C. elegans
IV,17470001,17480000,17476231,1379,0.0028,C. elegans
IV,17480001,17490000,17486659,1742,0.0015,C. elegans
IV,17490001,17500000,17491202,455,0.0014,C. elegans
V,1,10000,5836,3592,0.0011,C. elegans
V,10001,20000,12418,870,0.0047,C. elegans
V,20001,30000,26810,424,0.0018,C. elegans
V,30001,40000,36016,439,0.0005,C. elegans
V,50001,60000,52671,1052,0.0011,C. elegans
V,80001,90000,86126,896,0.0013,C. elegans
V,90001,100000,96733,364,0.0014,C. elegans
V,100001,110000,105860,1144,0.0003,C. elegans
V,110001,120000,113759,1851,0.0012,C. elegans
V,120001,130000,126119,1863,0.0006,C. elegans
V,130001,140000,135534,2294,0.0045,C. elegans
V,140001,150000,147045,2234,0.0014,C. elegans
V,150001,160000,154003,1814,0.0008,C. elegans
V,160001,170000,165835,1362,0.0007,C. elegans
V,170001,180000,175196,3450,0.001,C. elegans
V,180001,190000,186571,558,0.002,C. elegans
V,190001,200000,195170,854,0.0013,C. elegans
V,200001,210000,206597,2050,0.0014,C. elegans
V,210001,220000,213857,504,0.0014,C. elegans
V,220001,230000,221371,586,0.0013,C. elegans
V,230001,240000,234645,283,0.0015,C. elegans
V,240001,250000,242769,1224,0.0011,C. elegans
V,250001,260000,252523,910,0.001,C. elegans
V,260001,270000,264271,677,0.0039,C. elegans
V,270001,280000,276018,902,0.0008,C. elegans
V,280001,290000,289234,403,0.0015,C. elegans
V,290001,300000,296483,2891,0.0024,C. elegans
V,300001,310000,302212,568,0.0005,C. elegans
V,310001,320000,315610,401,0.0007,C. elegans
V,320001,330000,323276,1324,0.0011,C. elegans
V,330001,340000,337586,1610,0.002,C. elegans
V,340001,350000,346166,895,0.001,C. elegans
V,350001,360000,355299,1213,0.0029,C. elegans
V,360001,370000,361106,329,0.0005,C. elegans
V,370001,380000,378295,1095,0.001,C. elegans
V,380001,390000,385712,2205,0.0011,C. elegans
V,390001,400000,392516,454,0.0075,C. elegans
V,400001,410000,405718,2154,0.0113,C. elegans
V,410001,420000,412519,455,0.0179,C. elegans
V,420001,430000,425475,1989,0.015,C. elegans
V,430001,440000,436350,2378,0.0179,C. elegans
V,440001,450000,446424,904,0.0224,C. elegans
V,450001,460000,454266,1601,0.0195,C. elegans
V,460001,470000,463110,1341,0.015,C. elegans
V,470001,480000,473541,1779,0.0172,C. elegans
V,480001,490000,484362,268,0.0143,C. elegans
V,490001,500000,492139,1414,0.0166,C. elegans
V,500001,510000,505843,752,0.0234,C. elegans
V,510001,520000,515091,1789,0.0249,C. elegans
V,520001,530000,524751,1721,0.0163,C. elegans
V,530001,540000,534647,2192,0.0142,C. elegans
V,540001,550000,546258,910,0.0071,C. elegans
V,550001,560000,558588,248,0.0,C. elegans
V,560001,570000,564183,930,0.0121,C. elegans
V,570001,580000,573578,1497,0.0058,C. elegans
V,580001,590000,587335,1300,0.0165,C. elegans
V,590001,600000,596712,880,0.0102,C. elegans
V,600001,610000,604387,2100,0.0102,C. elegans
V,610001,620000,614740,1570,0.0104,C. elegans
V,630001,640000,632901,981,0.0165,C. elegans
V,640001,650000,643525,1164,0.0166,C. elegans
V,650001,660000,652744,1274,0.016,C. elegans
V,660001,670000,665418,1942,0.0132,C. elegans
V,670001,680000,675452,2006,0.0142,C. elegans
V,680001,690000,686039,1315,0.0235,C. elegans
V,690001,700000,692284,919,0.0323,C. elegans
V,700001,710000,705808,1017,0.0227,C. elegans
V,720001,730000,726438,1808,0.0061,C. elegans
V,730001,740000,734292,1147,0.0151,C. elegans
V,740001,750000,745286,2227,0.0094,C. elegans
V,750001,760000,756487,1199,0.001,C. elegans
V,760001,770000,764634,1049,0.0014,C. elegans
V,770001,780000,774365,1628,0.0011,C. elegans
V,780001,790000,783087,866,0.0006,C. elegans
V,790001,800000,794507,2361,0.0034,C. elegans
V,800001,810000,802591,1883,0.0023,C. elegans
V,810001,820000,816375,3164,0.0014,C. elegans
V,820001,830000,823502,1786,0.0027,C. elegans
V,830001,840000,833825,2453,0.0014,C. elegans
V,840001,850000,846888,909,0.0008,C. elegans
V,850001,860000,856350,1081,0.0016,C. elegans
V,860001,870000,866044,2469,0.0042,C. elegans
V,870001,880000,875926,1606,0.0057,C. elegans
V,880001,890000,881858,873,0.0044,C. elegans
V,890001,900000,896790,860,0.0006,C. elegans
V,900001,910000,902890,857,0.0029,C. elegans
V,910001,920000,913697,709,0.0043,C. elegans
V,920001,930000,927763,1219,0.0014,C. elegans
V,930001,940000,936019,1239,0.0028,C. elegans
V,940001,950000,944125,768,0.0013,C. elegans
V,950001,960000,956553,356,0.0073,C. elegans
V,960001,970000,964428,835,0.0044,C. elegans
V,970001,980000,976326,1729,0.0025,C. elegans
V,980001,990000,984603,888,0.0032,C. elegans
V,990001,1000000,996873,606,0.0021,C. elegans
V,1000001,1010000,1005479,1621,0.0016,C. elegans
V,1010001,1020000,1015977,783,0.0011,C. elegans
V,1020001,1030000,1023651,1701,0.0019,C. elegans
V,1030001,1040000,1035145,795,0.0003,C. elegans
V,1040001,1050000,1043654,867,0.0017,C. elegans
V,1050001,1060000,1054922,765,0.0276,C. elegans
V,1060001,1070000,1066590,1794,0.0015,C. elegans
V,1070001,1080000,1071614,684,0.0027,C. elegans
V,1080001,1090000,1086160,2214,0.0029,C. elegans
V,1090001,1100000,1092186,341,0.0009,C. elegans
V,1100001,1110000,1106407,1168,0.0043,C. elegans
V,1110001,1120000,1114755,1331,0.0005,C. elegans
V,1120001,1130000,1123770,1119,0.0011,C. elegans
V,1130001,1140000,1134855,1166,0.0006,C. elegans
V,1140001,1150000,1143593,2731,0.0011,C. elegans
V,1150001,1160000,1151798,432,0.0002,C. elegans
V,1160001,1170000,1165006,281,0.002,C. elegans
V,1170001,1180000,1175277,3525,0.0022,C. elegans
V,1180001,1190000,1183647,818,0.001,C. elegans
V,1190001,1200000,1191300,456,0.0,C. elegans
V,1200001,1210000,1208164,428,0.0006,C. elegans
V,1210001,1220000,1218952,180,0.0051,C. elegans
V,1220001,1230000,1226631,2239,0.0017,C. elegans
V,1230001,1240000,1233246,1263,0.002,C. elegans
V,1240001,1250000,1246434,1024,0.0004,C. elegans
V,1250001,1260000,1251221,964,0.0012,C. elegans
V,1260001,1270000,1265146,1451,0.0004,C. elegans
V,1270001,1280000,1274875,1406,0.0012,C. elegans
V,1280001,1290000,1282992,774,0.0011,C. elegans
V,1290001,1300000,1297625,395,0.001,C. elegans
V,1300001,1310000,1305017,978,0.0022,C. elegans
V,1310001,1320000,1314856,1212,0.001,C. elegans
V,1320001,1330000,1325144,923,0.0015,C. elegans
V,1330001,1340000,1335280,760,0.0008,C. elegans
V,1340001,1350000,1346163,3172,0.0019,C. elegans
V,1350001,1360000,1355413,1270,0.0009,C. elegans
V,1360001,1370000,1363756,1484,0.0017,C. elegans
V,1370001,1380000,1373100,1011,0.0027,C. elegans
V,1380001,1390000,1384533,1132,0.0011,C. elegans
V,1390001,1400000,1395291,922,0.0016,C. elegans
V,1400001,1410000,1401493,1038,0.0031,C. elegans
V,1410001,1420000,1413719,1253,0.0033,C. elegans
V,1420001,1430000,1426159,1548,0.0026,C. elegans
V,1430001,1440000,1436368,2587,0.0015,C. elegans
V,1440001,1450000,1445819,2923,0.001,C. elegans
V,1450001,1460000,1454531,1292,0.0007,C. elegans
V,1460001,1470000,1468749,703,0.0009,C. elegans
V,1470001,1480000,1472398,1005,0.0013,C. elegans
V,1480001,1490000,1485506,1724,0.0018,C. elegans
V,1490001,1500000,1494356,1261,0.0016,C. elegans
V,1500001,1510000,1504201,3833,0.002,C. elegans
V,1510001,1520000,1513854,875,0.0041,C. elegans
V,1520001,1530000,1526032,2859,0.0135,C. elegans
V,1530001,1540000,1536152,900,0.003,C. elegans
V,1540001,1550000,1542060,2031,0.0009,C. elegans
V,1550001,1560000,1554157,927,0.001,C. elegans
V,1560001,1570000,1567181,2118,0.0023,C. elegans
V,1570001,1580000,1573980,1652,0.0012,C. elegans
V,1580001,1590000,1583160,895,0.0036,C. elegans
V,1590001,1600000,1594855,1031,0.001,C. elegans
V,1600001,1610000,1604107,1606,0.0008,C. elegans
V,1610001,1620000,1617907,489,0.0005,C. elegans
V,1620001,1630000,1624064,1423,0.0017,C. elegans
V,1630001,1640000,1634232,651,0.0018,C. elegans
V,1640001,1650000,1644734,1165,0.0172,C. elegans
V,1650001,1660000,1653959,1215,0.0178,C. elegans
V,1660001,1670000,1667076,1608,0.0023,C. elegans
V,1670001,1680000,1674762,1322,0.0041,C. elegans
V,1680001,1690000,1683703,1931,0.0083,C. elegans
V,1690001,1700000,1693777,1847,0.0036,C. elegans
V,1700001,1710000,1704065,671,0.0021,C. elegans
V,1710001,1720000,1716399,1235,0.0024,C. elegans
V,1720001,1730000,1724675,2510,0.0017,C. elegans
V,1730001,1740000,1735691,1107,0.0031,C. elegans
V,1740001,1750000,1744933,1563,0.0016,C. elegans
V,1750001,1760000,1758798,1236,0.0022,C. elegans
V,1760001,1770000,1764283,1704,0.0026,C. elegans
V,1770001,1780000,1771597,785,0.0028,C. elegans
V,1780001,1790000,1786185,821,0.0004,C. elegans
V,1790001,1800000,1795132,1173,0.0025,C. elegans
V,1800001,1810000,1804833,1512,0.0024,C. elegans
V,1810001,1820000,1817493,1179,0.0012,C. elegans
V,1820001,1830000,1824444,789,0.0049,C. elegans
V,1830001,1840000,1835854,1064,0.0008,C. elegans
V,1840001,1850000,1843482,745,0.001,C. elegans
V,1850001,1860000,1853623,1308,0.0011,C. elegans
V,1860001,1870000,1865989,1155,0.0012,C. elegans
V,1870001,1880000,1874949,1488,0.0014,C. elegans
V,1880001,1890000,1885099,425,0.001,C. elegans
V,1890001,1900000,1895542,1540,0.0008,C. elegans
V,1900001,1910000,1906287,810,0.0023,C. elegans
V,1910001,1920000,1911790,1451,0.0031,C. elegans
V,1920001,1930000,1922366,1696,0.0016,C. elegans
V,1930001,1940000,1934328,504,0.0025,C. elegans
V,1940001,1950000,1946044,996,0.0013,C. elegans
V,1950001,1960000,1957533,1721,0.0029,C. elegans
V,1960001,1970000,1964688,1873,0.005,C. elegans
V,1970001,1980000,1972809,1172,0.0022,C. elegans
V,1980001,1990000,1986650,830,0.0009,C. elegans
V,1990001,2000000,1995972,896,0.0062,C. elegans
V,2000001,2010000,2005014,1290,0.0015,C. elegans
V,2010001,2020000,2015585,923,0.0011,C. elegans
V,2020001,2030000,2022463,790,0.0011,C. elegans
V,2040001,2050000,2044164,1871,0.0078,C. elegans
V,2050001,2060000,2054319,471,0.0227,C. elegans
V,2060001,2070000,2066977,587,0.0011,C. elegans
V,2070001,2080000,2072558,1150,0.0014,C. elegans
V,2080001,2090000,2084467,1229,0.0015,C. elegans
V,2090001,2100000,2092481,1526,0.0014,C. elegans
V,2100001,2110000,2106274,2048,0.0015,C. elegans
V,2110001,2120000,2113988,1476,0.0009,C. elegans
V,2120001,2130000,2127077,1330,0.0026,C. elegans
V,2130001,2140000,2135617,1025,0.0029,C. elegans
V,2140001,2150000,2146635,815,0.0038,C. elegans
V,2150001,2160000,2159475,604,0.0024,C. elegans
V,2170001,2180000,2175167,1516,0.0012,C. elegans
V,2180001,2190000,2185356,637,0.001,C. elegans
V,2190001,2200000,2195777,3868,0.004,C. elegans
V,2200001,2210000,2204025,3819,0.0018,C. elegans
V,2210001,2220000,2213364,958,0.001,C. elegans
V,2220001,2230000,2225832,1579,0.0009,C. elegans
V,2230001,2240000,2236340,1382,0.0042,C. elegans
V,2240001,2250000,2244469,1638,0.0047,C. elegans
V,2250001,2260000,2255014,2703,0.002,C. elegans
V,2260001,2270000,2262657,1415,0.0131,C. elegans
V,2270001,2280000,2273810,1692,0.0042,C. elegans
V,2280001,2290000,2284737,1541,0.0021,C. elegans
V,2290001,2300000,2295025,1643,0.0236,C. elegans
V,2300001,2310000,2303911,904,0.022,C. elegans
V,2310001,2320000,2318013,273,0.0008,C. elegans
V,2320001,2330000,2324752,805,0.0003,C. elegans
V,2330001,2340000,2336753,1813,0.001,C. elegans
V,2340001,2350000,2342223,820,0.0021,C. elegans
V,2350001,2360000,2356941,684,0.0005,C. elegans
V,2370001,2380000,2374521,269,0.0,C. elegans
V,2380001,2390000,2383213,500,0.0004,C. elegans
V,2390001,2400000,2394575,1220,0.0026,C. elegans
V,2410001,2420000,2418842,365,0.0006,C. elegans
V,2420001,2430000,2423081,940,0.0024,C. elegans
V,2430001,2440000,2434071,954,0.0022,C. elegans
V,2440001,2450000,2444074,489,0.0003,C. elegans
V,2460001,2470000,2465638,864,0.0004,C. elegans
V,2490001,2500000,2494002,719,0.0002,C. elegans
V,2500001,2510000,2503721,936,0.0009,C. elegans
V,2520001,2530000,2528247,955,0.0017,C. elegans
V,2530001,2540000,2535895,284,0.0009,C. elegans
V,2540001,2550000,2542627,868,0.0007,C. elegans
V,2550001,2560000,2552617,554,0.0004,C. elegans
V,2560001,2570000,2566538,1194,0.0018,C. elegans
V,2580001,2590000,2585018,823,0.0108,C. elegans
V,2590001,2600000,2592673,1256,0.0049,C. elegans
V,2600001,2610000,2606124,754,0.0121,C. elegans
V,2610001,2620000,2615807,404,0.0126,C. elegans
V,2620001,2630000,2622736,1539,0.0167,C. elegans
V,2630001,2640000,2636728,1358,0.0088,C. elegans
V,2640001,2650000,2647988,688,0.0048,C. elegans
V,2650001,2660000,2653698,1667,0.0072,C. elegans
V,2660001,2670000,2666539,1096,0.0039,C. elegans
V,2670001,2680000,2674867,668,0.0058,C. elegans
V,2680001,2690000,2685976,1150,0.0026,C. elegans
V,2690001,2700000,2693839,1259,0.0072,C. elegans
V,2700001,2710000,2703598,526,0.0028,C. elegans
V,2710001,2720000,2715669,1444,0.0014,C. elegans
V,2720001,2730000,2727051,1164,0.0089,C. elegans
V,2730001,2740000,2734566,2677,0.002,C. elegans
V,2740001,2750000,2745031,1374,0.0017,C. elegans
V,2750001,2760000,2752787,831,0.0017,C. elegans
V,2770001,2780000,2773317,1651,0.0023,C. elegans
V,2780001,2790000,2780977,459,0.0145,C. elegans
V,2790001,2800000,2794653,4187,0.0009,C. elegans
V,2800001,2810000,2802287,752,0.0129,C. elegans
V,2810001,2820000,2815654,1322,0.0379,C. elegans
V,2820001,2830000,2822574,538,0.0084,C. elegans
V,2830001,2840000,2835159,1867,0.0026,C. elegans
V,2840001,2850000,2849172,579,0.0007,C. elegans
V,2850001,2860000,2854842,2055,0.001,C. elegans
V,2860001,2870000,2867921,1217,0.0014,C. elegans
V,2870001,2880000,2874394,1008,0.005,C. elegans
V,2880001,2890000,2885135,1955,0.0054,C. elegans
V,2890001,2900000,2892918,374,0.0053,C. elegans
V,2900001,2910000,2905535,688,0.0029,C. elegans
V,2910001,2920000,2914207,883,0.0056,C. elegans
V,2920001,2930000,2921232,675,0.0126,C. elegans
V,2930001,2940000,2933963,418,0.0093,C. elegans
V,2970001,2980000,2974251,1492,0.0066,C. elegans
V,2990001,3000000,2994063,749,0.0021,C. elegans
V,3000001,3010000,3005410,1928,0.0006,C. elegans
V,3010001,3020000,3015659,1133,0.0033,C. elegans
V,3020001,3030000,3025599,2003,0.0125,C. elegans
V,3030001,3040000,3034458,2675,0.0048,C. elegans
V,3040001,3050000,3046175,877,0.0009,C. elegans
V,3050001,3060000,3057430,1553,0.0075,C. elegans
V,3060001,3070000,3068635,446,0.0035,C. elegans
V,3070001,3080000,3071606,485,0.0042,C. elegans
V,3080001,3090000,3084710,1977,0.0221,C. elegans
V,3090001,3100000,3094771,1691,0.0099,C. elegans
V,3100001,3110000,3105767,2060,0.0022,C. elegans
V,3110001,3120000,3115807,2904,0.0022,C. elegans
V,3120001,3130000,3124566,1245,0.0012,C. elegans
V,3130001,3140000,3135771,1821,0.0015,C. elegans
V,3140001,3150000,3146548,1210,0.0025,C. elegans
V,3150001,3160000,3157162,2056,0.002,C. elegans
V,3160001,3170000,3168429,427,0.0014,C. elegans
V,3170001,3180000,3174616,1995,0.0027,C. elegans
V,3180001,3190000,3183885,1332,0.002,C. elegans
V,3190001,3200000,3194041,1065,0.0034,C. elegans
V,3200001,3210000,3208307,1885,0.0008,C. elegans
V,3210001,3220000,3213656,986,0.0024,C. elegans
V,3220001,3230000,3227865,404,0.0014,C. elegans
V,3230001,3240000,3232100,1265,0.0029,C. elegans
V,3240001,3250000,3245298,1344,0.0227,C. elegans
V,3250001,3260000,3259791,380,0.0192,C. elegans
V,3260001,3270000,3263385,837,0.0196,C. elegans
V,3320001,3330000,3327073,657,0.0,C. elegans
V,3430001,3440000,3431026,335,0.0301,C. elegans
V,3440001,3450000,3447366,933,0.0069,C. elegans
V,3450001,3460000,3455313,2192,0.0018,C. elegans
V,3460001,3470000,3466447,1482,0.0009,C. elegans
V,3470001,3480000,3475208,2263,0.0021,C. elegans
V,3480001,3490000,3484593,1682,0.0034,C. elegans
V,3490001,3500000,3494460,1659,0.0015,C. elegans
V,3500001,3510000,3503912,2159,0.0052,C. elegans
V,3510001,3520000,3517239,549,0.0215,C. elegans
V,3520001,3530000,3526993,1426,0.0012,C. elegans
V,3530001,3540000,3531958,669,0.0013,C. elegans
V,3540001,3550000,3545606,1462,0.0028,C. elegans
V,3550001,3560000,3555790,2216,0.0033,C. elegans
V,3560001,3570000,3563640,945,0.0005,C. elegans
V,3570001,3580000,3575186,1678,0.0022,C. elegans
V,3580001,3590000,3585886,2280,0.0005,C. elegans
